No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,location
6990,2013,12,17,5,119.0,105.0,60.0,68.0,2600.0,5.0,-1.4,1022.7,-11.8,0.0,E,0.2,Changping,Changping
6991,2013,12,17,6,112.0,97.0,51.0,64.0,2100.0,5.0,-2.5,1023.2,-11.8,0.0,N,1.0,Changping,Changping
6992,2013,12,17,7,91.0,100.0,84.0,65.0,3100.0,11.0,-1.6,1023.8,-15.8,0.0,N,2.1,Changping,Changping
6993,2013,12,17,8,66.0,63.0,53.0,46.0,1600.0,18.0,-0.8,1024.7,-15.9,0.0,N,1.7,Changping,Changping
6994,2013,12,17,9,13.0,16.0,17.0,15.0,500.0,47.0,0.5,1024.9,-15.9,0.0,NNE,2.0,Changping,Changping
6995,2013,12,17,10,13.0,24.0,42.0,20.0,600.0,43.0,0.6,1024.6,-15.4,0.0,NE,1.6,Changping,Changping
6996,2013,12,17,11,21.0,18.0,49.0,22.0,700.0,41.0,1.9,1024.2,-15.6,0.0,NW,2.8,Changping,Changping
6997,2013,12,17,12,26.0,25.0,60.0,24.0,800.0,38.0,2.4,1023.3,-15.7,0.0,N,3.0,Changping,Changping
6998,2013,12,17,13,22.0,24.0,67.0,20.0,700.0,43.0,3.3,1022.6,-15.9,0.0,NNW,3.6,Changping,Changping
6999,2013,12,17,14,22.0,24.0,67.0,20.0,700.0,43.0,3.0,1022.8,-16.7,0.0,NNW,2.5,Changping,Changping
7000,2013,12,17,15,15.0,32.0,30.0,16.0,700.0,54.0,1.9,1023.3,-17.6,0.0,WNW,3.7,Changping,Changping
7001,2013,12,17,16,14.0,32.0,30.0,15.0,700.0,54.0,0.7,1024.1,-17.6,0.0,WNW,2.5,Changping,Changping
7002,2013,12,17,17,19.0,47.0,24.0,28.0,700.0,36.0,-0.2,1025.0,-18.4,0.0,NE,2.2,Changping,Changping
7003,2013,12,17,18,25.0,32.0,32.0,29.0,800.0,34.0,-0.9,1025.7,-18.5,0.0,N,1.8,Changping,Changping
7004,2013,12,17,19,18.0,24.0,56.0,24.0,700.0,40.0,-1.7,1026.3,-18.7,0.0,ENE,3.2,Changping,Changping
7005,2013,12,17,20,10.0,19.0,32.0,17.0,700.0,47.0,-2.3,1026.8,-18.4,0.0,NE,1.9,Changping,Changping
7006,2013,12,17,21,12.0,17.0,24.0,13.0,700.0,52.0,-3.3,1027.2,-18.4,0.0,N,2.1,Changping,Changping
7007,2013,12,17,22,6.0,21.0,16.0,11.0,500.0,53.0,-3.8,1027.7,-18.5,0.0,NE,3.0,Changping,Changping
7008,2013,12,17,23,12.0,28.0,30.0,12.0,500.0,50.0,-4.3,1027.4,-18.2,0.0,N,2.5,Changping,Changping
7009,2013,12,18,0,13.0,12.0,12.0,8.0,400.0,56.0,-4.5,1027.0,-18.0,0.0,NNW,1.9,Changping,Changping
7010,2013,12,18,1,15.0,13.0,20.0,12.0,500.0,48.0,-4.7,1027.2,-17.9,0.0,NNW,1.3,Changping,Changping
7011,2013,12,18,2,19.0,17.0,31.0,17.0,500.0,40.0,-5.2,1027.1,-17.3,0.0,N,1.9,Changping,Changping
7012,2013,12,18,3,15.0,20.0,20.0,12.0,500.0,48.0,-5.7,1026.7,-17.8,0.0,N,2.9,Changping,Changping
7013,2013,12,18,4,14.0,20.0,24.0,18.0,600.0,22.0,-6.6,1026.3,-17.7,0.0,NNE,1.7,Changping,Changping
7014,2013,12,18,5,15.0,17.0,20.0,12.0,500.0,48.0,-5.7,1026.2,-18.8,0.0,N,1.9,Changping,Changping
7015,2013,12,18,6,11.0,20.0,21.0,17.0,500.0,32.0,-6.9,1026.4,-18.6,0.0,NW,0.8,Changping,Changping
7016,2013,12,18,7,13.0,24.0,22.0,20.0,600.0,28.0,-6.8,1025.9,-18.8,0.0,NNE,1.0,Changping,Changping
7017,2013,12,18,8,17.0,19.0,23.0,25.0,700.0,23.0,-5.2,1025.5,-18.3,0.0,NNW,2.2,Changping,Changping
7018,2013,12,18,9,20.0,23.0,60.0,28.0,600.0,19.0,-3.6,1025.4,-18.3,0.0,NW,2.1,Changping,Changping
7019,2013,12,18,10,20.0,23.0,60.0,28.0,600.0,19.0,-2.1,1024.5,-18.6,0.0,NW,3.0,Changping,Changping
7020,2013,12,18,11,18.0,6.0,18.0,13.0,500.0,42.0,-0.4,1022.8,-19.1,0.0,NW,3.8,Changping,Changping
7021,2013,12,18,12,7.0,6.0,10.0,10.0,400.0,48.0,0.8,1021.2,-19.7,0.0,NW,3.7,Changping,Changping
7022,2013,12,18,13,13.0,6.0,7.0,9.0,500.0,52.0,1.6,1020.1,-20.2,0.0,NW,4.9,Changping,Changping
7023,2013,12,18,14,12.0,9.0,9.0,10.0,500.0,52.0,1.9,1019.6,-20.6,0.0,WNW,3.8,Changping,Changping
7024,2013,12,18,15,12.0,17.0,9.0,10.0,500.0,52.0,0.4,1019.3,-16.9,0.0,SSW,1.9,Changping,Changping
7025,2013,12,18,16,30.0,42.0,18.0,32.0,900.0,30.0,-0.4,1019.2,-16.3,0.0,ESE,2.1,Changping,Changping
7026,2013,12,18,17,30.0,42.0,18.0,32.0,900.0,30.0,-1.7,1019.5,-17.4,0.0,ESE,2.8,Changping,Changping
7027,2013,12,18,18,48.0,72.0,22.0,40.0,1100.0,15.0,-2.2,1019.7,-17.5,0.0,ENE,0.9,Changping,Changping
7028,2013,12,18,19,40.0,58.0,28.0,37.0,900.0,14.0,-3.4,1020.0,-17.0,0.0,W,1.8,Changping,Changping
7029,2013,12,18,20,36.0,45.0,32.0,42.0,1000.0,11.0,-3.8,1020.4,-17.1,0.0,WSW,0.7,Changping,Changping
7030,2013,12,18,21,80.0,87.0,56.0,58.0,2300.0,5.0,-5.0,1020.7,-16.5,0.0,WSW,0.9,Changping,Changping
7031,2013,12,18,22,80.0,87.0,56.0,58.0,2300.0,5.0,-5.9,1021.0,-16.5,0.0,W,0.1,Changping,Changping
7032,2013,12,18,23,77.0,84.0,52.0,57.0,2100.0,2.0,-6.9,1021.0,-16.1,0.0,NNW,1.2,Changping,Changping
7033,2013,12,19,0,128.0,105.0,64.0,66.0,3100.0,4.0,-7.9,1021.1,-16.5,0.0,WNW,0.0,Changping,Changping
7034,2013,12,19,1,128.0,88.0,52.0,60.0,2900.0,3.0,-7.7,1021.2,-17.1,0.0,N,1.1,Changping,Changping
7035,2013,12,19,2,84.0,88.0,52.0,60.0,2900.0,3.0,-8.3,1021.3,-16.7,0.0,NW,0.8,Changping,Changping
7036,2013,12,19,3,84.0,76.0,45.0,58.0,3000.0,2.0,-9.0,1020.9,-16.4,0.0,N,0.7,Changping,Changping
7037,2013,12,19,4,103.0,76.0,45.0,58.0,3000.0,2.0,-9.3,1021.1,-16.5,0.0,N,0.9,Changping,Changping
7038,2013,12,19,5,75.0,76.0,45.0,58.0,3000.0,2.0,-9.6,1021.5,-16.1,0.0,NNW,1.5,Changping,Changping
7039,2013,12,19,6,75.0,76.0,45.0,58.0,3000.0,2.0,-9.4,1021.7,-15.9,0.0,S,1.3,Changping,Changping
7040,2013,12,19,7,70.0,72.0,42.0,54.0,2800.0,1.0,-8.1,1022.0,-15.1,0.0,S,0.0,Changping,Changping
7041,2013,12,19,8,84.0,72.0,53.0,56.0,3300.0,1.0,-5.0,1022.5,-16.8,0.0,NNW,0.9,Changping,Changping
7042,2013,12,19,9,84.0,56.0,53.0,56.0,3300.0,1.0,-1.6,1022.6,-17.4,0.0,NW,4.8,Changping,Changping
7043,2013,12,19,10,62.0,86.0,50.0,46.0,2100.0,2.0,-0.4,1022.3,-17.6,0.0,NW,4.8,Changping,Changping
7044,2013,12,19,11,37.0,11.0,36.0,31.0,800.0,25.0,0.5,1021.3,-17.8,0.0,NW,3.3,Changping,Changping
7045,2013,12,19,12,10.0,10.0,22.0,17.0,500.0,42.0,1.7,1020.5,-17.3,0.0,NW,3.1,Changping,Changping
7046,2013,12,19,13,14.0,8.0,25.0,19.0,600.0,44.0,2.4,1019.9,-17.2,0.0,NW,3.4,Changping,Changping
7047,2013,12,19,14,15.0,32.0,27.0,23.0,700.0,43.0,2.6,1020.1,-17.0,0.0,W,4.6,Changping,Changping
7048,2013,12,19,15,15.0,36.0,23.0,26.0,700.0,43.0,2.5,1020.2,-17.7,0.0,W,3.8,Changping,Changping
7049,2013,12,19,16,15.0,36.0,26.0,33.0,700.0,38.0,1.0,1020.7,-17.4,0.0,E,2.5,Changping,Changping
7050,2013,12,19,17,20.0,51.0,31.0,47.0,600.0,24.0,-1.3,1021.3,-17.5,0.0,ESE,1.9,Changping,Changping
7051,2013,12,19,18,28.0,65.0,21.0,43.0,700.0,22.0,-1.8,1022.2,-17.1,0.0,ENE,0.9,Changping,Changping
7052,2013,12,19,19,28.0,65.0,21.0,43.0,700.0,22.0,-3.7,1022.5,-17.3,0.0,N,0.8,Changping,Changping
7053,2013,12,19,20,37.0,72.0,31.0,56.0,700.0,9.0,-5.4,1022.7,-16.6,0.0,ENE,0.6,Changping,Changping
7054,2013,12,19,21,53.0,80.0,47.0,64.0,800.0,3.0,-5.6,1022.9,-17.1,0.0,N,1.0,Changping,Changping
7055,2013,12,19,22,67.0,72.0,68.0,64.0,1300.0,4.0,-5.8,1023.1,-17.3,0.0,NE,1.0,Changping,Changping
7056,2013,12,19,23,56.0,61.0,56.0,52.0,1400.0,6.0,-5.6,1023.3,-17.4,0.0,N,1.3,Changping,Changping
7057,2013,12,20,0,56.0,61.0,56.0,52.0,1400.0,6.0,-6.4,1023.5,-15.6,0.0,SSE,1.2,Changping,Changping
7058,2013,12,20,1,36.0,44.0,36.0,40.0,1400.0,19.0,-7.2,1023.8,-15.6,0.0,NW,0.8,Changping,Changping
7059,2013,12,20,2,71.0,78.0,46.0,68.0,1500.0,4.0,-7.2,1023.8,-15.2,0.0,S,0.5,Changping,Changping
7060,2013,12,20,3,104.0,137.0,76.0,89.0,1900.0,5.0,-7.0,1023.9,-15.2,0.0,NE,1.2,Changping,Changping
7061,2013,12,20,4,140.0,153.0,91.0,100.0,2700.0,4.0,-4.4,1023.9,-17.3,0.0,NNE,1.3,Changping,Changping
7062,2013,12,20,5,103.0,97.0,77.0,99.0,3500.0,2.0,-3.2,1024.0,-18.0,0.0,NNW,2.7,Changping,Changping
7063,2013,12,20,6,102.0,7.0,56.0,77.0,4000.0,1.0,-3.9,1024.6,-18.2,0.0,NNW,1.9,Changping,Changping
7064,2013,12,20,7,15.0,17.0,19.0,25.0,3600.0,28.0,-3.9,1025.3,-18.2,0.0,E,1.1,Changping,Changping
7065,2013,12,20,8,14.0,17.0,28.0,37.0,2700.0,19.0,-2.8,1026.1,-18.4,0.0,ENE,2.1,Changping,Changping
7066,2013,12,20,9,16.0,26.0,47.0,48.0,2200.0,8.0,-0.2,1026.5,-17.9,0.0,N,3.4,Changping,Changping
7067,2013,12,20,10,20.0,28.0,56.0,41.0,1800.0,15.0,1.1,1026.2,-17.8,0.0,WNW,3.4,Changping,Changping
7068,2013,12,20,11,20.0,24.0,55.0,32.0,1500.0,26.0,1.5,1025.6,-17.4,0.0,WNW,3.9,Changping,Changping
7069,2013,12,20,12,17.0,6.0,33.0,21.0,1300.0,40.0,2.4,1024.9,-17.2,0.0,WNW,5.3,Changping,Changping
7070,2013,12,20,13,12.0,6.0,33.0,21.0,1100.0,44.0,3.0,1024.3,-17.3,0.0,NW,4.6,Changping,Changping
7071,2013,12,20,14,20.0,31.0,28.0,20.0,1100.0,46.0,3.4,1024.3,-16.9,0.0,WNW,3.8,Changping,Changping
7072,2013,12,20,15,12.0,30.0,24.0,23.0,1000.0,46.0,3.0,1024.6,-16.7,0.0,WNW,2.9,Changping,Changping
7073,2013,12,20,16,13.0,29.0,20.0,27.0,900.0,45.0,1.7,1024.9,-16.8,0.0,NW,2.1,Changping,Changping
7074,2013,12,20,17,15.0,36.0,26.0,34.0,900.0,37.0,0.4,1025.9,-16.0,0.0,E,1.2,Changping,Changping
7075,2013,12,20,18,23.0,53.0,42.0,50.0,800.0,20.0,-1.1,1026.3,-15.7,0.0,E,0.0,Changping,Changping
7076,2013,12,20,19,30.0,69.0,40.0,51.0,800.0,18.0,-0.7,1026.9,-16.6,0.0,N,1.7,Changping,Changping
7077,2013,12,20,20,41.0,67.0,51.0,62.0,800.0,9.0,-0.1,1026.9,-16.5,0.0,NE,1.6,Changping,Changping
7078,2013,12,20,21,14.0,17.0,18.0,19.0,800.0,50.0,-1.1,1027.3,-16.5,0.0,NE,0.8,Changping,Changping
7079,2013,12,20,22,12.0,22.0,30.0,24.0,800.0,48.0,-0.9,1027.8,-16.7,0.0,NE,2.2,Changping,Changping
7080,2013,12,20,23,11.0,22.0,30.0,23.0,800.0,48.0,-1.1,1027.7,-17.3,0.0,NE,1.7,Changping,Changping
7081,2013,12,21,0,9.0,14.0,8.0,16.0,700.0,56.0,-2.5,1027.6,-17.0,0.0,NW,1.3,Changping,Changping
7082,2013,12,21,1,10.0,16.0,8.0,8.0,600.0,62.0,-4.3,1027.7,-15.9,0.0,NNW,1.5,Changping,Changping
7083,2013,12,21,2,11.0,15.0,11.0,12.0,600.0,56.0,-5.8,1027.9,-15.6,0.0,WNW,0.4,Changping,Changping
7084,2013,12,21,3,23.0,39.0,32.0,49.0,700.0,21.0,-6.5,1027.7,-15.5,0.0,NNW,1.5,Changping,Changping
7085,2013,12,21,4,86.0,102.0,66.0,78.0,6800.0,4.0,-6.8,1027.3,-15.3,0.0,NNW,0.9,Changping,Changping
7086,2013,12,21,5,68.0,94.0,64.0,76.0,5700.0,6.0,-7.4,1027.2,-15.1,0.0,NNW,0.0,Changping,Changping
7087,2013,12,21,6,67.0,94.0,62.0,76.0,4900.0,6.0,-8.0,1027.4,-15.3,0.0,NNW,1.1,Changping,Changping
7088,2013,12,21,7,54.0,82.0,61.0,76.0,4400.0,6.0,-8.2,1027.4,-15.0,0.0,W,0.8,Changping,Changping
7089,2013,12,21,8,105.0,128.0,87.0,82.0,3800.0,7.0,-6.0,1027.5,-14.8,0.0,WSW,0.7,Changping,Changping
7090,2013,12,21,9,93.0,117.0,83.0,81.0,3800.0,4.0,-3.0,1027.7,-14.7,0.0,SSW,1.2,Changping,Changping
7091,2013,12,21,10,112.0,135.0,100.0,81.0,3800.0,4.0,-1.0,1027.2,-14.9,0.0,S,0.9,Changping,Changping
7092,2013,12,21,11,112.0,122.0,94.0,82.0,3600.0,6.0,0.4,1025.9,-14.8,0.0,SSW,1.5,Changping,Changping
7093,2013,12,21,12,127.0,131.0,114.0,94.0,3500.0,6.0,1.8,1025.0,-15.3,0.0,WSW,1.4,Changping,Changping
7094,2013,12,21,13,104.0,105.0,109.0,98.0,3500.0,8.0,2.6,1024.0,-15.5,0.0,SW,1.2,Changping,Changping
7095,2013,12,21,14,73.0,83.0,92.0,82.0,3300.0,13.0,3.7,1023.9,-16.1,0.0,S,1.2,Changping,Changping
7096,2013,12,21,15,73.0,82.0,71.0,71.0,3000.0,19.0,2.7,1023.9,-15.9,0.0,SSW,1.4,Changping,Changping
7097,2013,12,21,16,56.0,66.0,62.0,57.0,2600.0,27.0,0.9,1023.9,-14.8,0.0,S,1.3,Changping,Changping
7098,2013,12,21,17,41.0,58.0,46.0,52.0,2200.0,29.0,-0.8,1024.1,-15.1,0.0,NNW,1.3,Changping,Changping
7099,2013,12,21,18,38.0,69.0,48.0,73.0,1900.0,14.0,-2.2,1024.3,-15.0,0.0,NE,0.7,Changping,Changping
7100,2013,12,21,19,72.0,101.0,58.0,90.0,1800.0,4.0,-2.8,1024.5,-15.5,0.0,N,0.4,Changping,Changping
7101,2013,12,21,20,105.0,131.0,70.0,92.0,1800.0,5.0,-3.2,1024.6,-16.5,0.0,N,0.8,Changping,Changping
7102,2013,12,21,21,92.0,105.0,60.0,79.0,1900.0,5.0,-3.9,1024.6,-16.5,0.0,N,1.5,Changping,Changping
7103,2013,12,21,22,92.0,105.0,60.0,79.0,1900.0,5.0,-4.4,1024.7,-16.3,0.0,N,1.2,Changping,Changping
7104,2013,12,21,23,68.0,88.0,55.0,73.0,1900.0,3.0,-5.1,1024.6,-16.0,0.0,NNW,0.8,Changping,Changping
7105,2013,12,22,0,64.0,82.0,54.0,70.0,1800.0,4.0,-4.7,1024.3,-16.3,0.0,NNW,0.5,Changping,Changping
7106,2013,12,22,1,70.0,79.0,54.0,69.0,1800.0,5.0,-5.1,1024.3,-15.5,0.0,N,0.7,Changping,Changping
7107,2013,12,22,2,67.0,73.0,53.0,69.0,1800.0,4.0,-6.3,1024.6,-15.5,0.0,NNW,1.0,Changping,Changping
7108,2013,12,22,3,62.0,74.0,51.0,73.0,1800.0,4.0,-6.8,1024.3,-15.5,0.0,NE,0.4,Changping,Changping
7109,2013,12,22,4,95.0,108.0,46.0,75.0,1900.0,4.0,-6.3,1023.8,-15.5,0.0,NNW,1.2,Changping,Changping
7110,2013,12,22,5,59.0,73.0,63.0,70.0,2000.0,3.0,-6.4,1024.0,-15.1,0.0,NNE,0.7,Changping,Changping
7111,2013,12,22,6,59.0,66.0,52.0,68.0,2000.0,3.0,-7.2,1024.1,-15.2,0.0,NNE,0.0,Changping,Changping
7112,2013,12,22,7,66.0,89.0,61.0,77.0,1900.0,4.0,-7.4,1024.3,-15.1,0.0,N,0.0,Changping,Changping
7113,2013,12,22,8,67.0,78.0,52.0,71.0,2100.0,3.0,-5.8,1024.7,-14.6,0.0,NE,0.0,Changping,Changping
7114,2013,12,22,9,80.0,119.0,45.0,75.0,2100.0,4.0,-3.3,1024.8,-13.0,0.0,WSW,0.9,Changping,Changping
7115,2013,12,22,10,99.0,142.0,45.0,77.0,2200.0,3.0,-1.5,1024.2,-13.7,0.0,SSW,1.3,Changping,Changping
7116,2013,12,22,11,100.0,122.0,70.0,78.0,2400.0,5.0,0.3,1023.1,-14.1,0.0,S,1.5,Changping,Changping
7117,2013,12,22,12,181.0,177.0,100.0,113.0,2500.0,6.0,1.4,1022.0,-14.3,0.0,SSW,1.1,Changping,Changping
7118,2013,12,22,13,181.0,191.0,114.0,133.0,2900.0,6.0,2.0,1021.2,-14.2,0.0,S,1.5,Changping,Changping
7119,2013,12,22,14,162.0,174.0,111.0,116.0,3200.0,9.0,2.0,1021.0,-15.1,0.0,SSW,1.4,Changping,Changping
7120,2013,12,22,15,136.0,149.0,103.0,100.0,3200.0,12.0,1.6,1021.1,-15.4,0.0,SSW,0.0,Changping,Changping
7121,2013,12,22,16,123.0,145.0,95.0,90.0,3000.0,16.0,0.2,1021.2,-15.4,0.0,NNE,0.4,Changping,Changping
7122,2013,12,22,17,99.0,111.0,91.0,78.0,2800.0,13.0,-2.1,1021.4,-15.2,0.0,N,0.5,Changping,Changping
7123,2013,12,22,18,80.0,99.0,81.0,80.0,2500.0,8.0,-1.9,1021.5,-14.7,0.0,E,0.6,Changping,Changping
7124,2013,12,22,19,87.0,120.0,84.0,85.0,2200.0,6.0,-3.2,1021.9,-14.6,0.0,NW,0.6,Changping,Changping
7125,2013,12,22,20,122.0,157.0,86.0,87.0,2200.0,8.0,-4.5,1021.9,-14.7,0.0,NNE,0.4,Changping,Changping
7126,2013,12,22,21,126.0,151.0,90.0,92.0,2300.0,6.0,-4.9,1022.1,-14.8,0.0,NNE,0.2,Changping,Changping
7127,2013,12,22,22,135.0,156.0,100.0,95.0,2400.0,6.0,-5.2,1022.2,-14.8,0.0,NW,0.6,Changping,Changping
7128,2013,12,22,23,126.0,140.0,86.0,90.0,2600.0,4.0,-6.0,1022.2,-14.8,0.0,N,1.5,Changping,Changping
7129,2013,12,23,0,119.0,131.0,81.0,88.0,2600.0,5.0,-5.6,1021.7,-14.9,0.0,N,0.0,Changping,Changping
7130,2013,12,23,1,113.0,132.0,68.0,86.0,2600.0,4.0,-6.8,1021.9,-14.6,0.0,NNE,0.8,Changping,Changping
7131,2013,12,23,2,122.0,140.0,82.0,87.0,2600.0,4.0,-6.7,1022.0,-14.0,0.0,W,0.7,Changping,Changping
7132,2013,12,23,3,103.0,113.0,76.0,86.0,2600.0,4.0,-7.7,1021.9,-14.1,0.0,NNW,0.6,Changping,Changping
7133,2013,12,23,4,131.0,150.0,52.0,84.0,2700.0,5.0,-7.9,1021.5,-13.9,0.0,N,0.9,Changping,Changping
7134,2013,12,23,5,173.0,205.0,73.0,103.0,3000.0,8.0,-7.5,1021.5,-13.9,0.0,NNW,1.6,Changping,Changping
7135,2013,12,23,6,170.0,184.0,76.0,100.0,4000.0,5.0,-7.2,1021.7,-13.9,0.0,NNW,0.0,Changping,Changping
7136,2013,12,23,7,139.0,172.0,97.0,102.0,4300.0,3.0,-6.9,1022.3,-13.6,0.0,NNW,1.0,Changping,Changping
7137,2013,12,23,8,154.0,187.0,133.0,104.0,4400.0,3.0,-3.8,1022.8,-11.5,0.0,NNW,0.2,Changping,Changping
7138,2013,12,23,9,197.0,228.0,165.0,110.0,4600.0,6.0,-1.8,1023.5,-12.5,0.0,SW,1.5,Changping,Changping
7139,2013,12,23,10,217.0,246.0,124.0,117.0,5200.0,4.0,1.0,1023.3,-12.8,0.0,SSW,1.4,Changping,Changping
7140,2013,12,23,11,166.0,197.0,117.0,115.0,5300.0,3.0,3.4,1022.4,-12.2,0.0,S,1.3,Changping,Changping
7141,2013,12,23,12,181.0,184.0,127.0,117.0,5000.0,4.0,4.0,1021.9,-11.6,0.0,SSE,1.4,Changping,Changping
7142,2013,12,23,13,190.0,183.0,128.0,122.0,4800.0,7.0,5.3,1021.4,-11.3,0.0,SSE,1.2,Changping,Changping
7143,2013,12,23,14,181.0,197.0,89.0,116.0,4600.0,10.0,5.7,1021.4,-11.9,0.0,S,1.4,Changping,Changping
7144,2013,12,23,15,148.0,149.0,60.0,93.0,4300.0,16.0,4.9,1021.9,-12.1,0.0,SSE,1.4,Changping,Changping
7145,2013,12,23,16,80.0,86.0,42.0,58.0,3700.0,25.0,2.9,1022.9,-11.8,0.0,SSW,0.8,Changping,Changping
7146,2013,12,23,17,65.0,78.0,40.0,56.0,3100.0,24.0,0.5,1023.5,-11.6,0.0,N,2.0,Changping,Changping
7147,2013,12,23,18,51.0,73.0,44.0,58.0,2500.0,21.0,-0.8,1023.9,-11.8,0.0,N,0.0,Changping,Changping
7148,2013,12,23,19,48.0,75.0,50.0,68.0,2200.0,13.0,-1.0,1024.9,-11.5,0.0,NE,0.5,Changping,Changping
7149,2013,12,23,20,92.0,115.0,68.0,80.0,2100.0,7.0,-2.6,1025.6,-11.9,0.0,NNE,0.7,Changping,Changping
7150,2013,12,23,21,86.0,112.0,50.0,72.0,2200.0,5.0,-3.1,1025.9,-11.8,0.0,N,0.0,Changping,Changping
7151,2013,12,23,22,93.0,109.0,58.0,71.0,2200.0,6.0,-3.9,1026.2,-12.1,0.0,NNW,1.2,Changping,Changping
7152,2013,12,23,23,77.0,93.0,49.0,68.0,2200.0,4.0,-4.3,1026.4,-12.2,0.0,NW,1.2,Changping,Changping
7153,2013,12,24,0,74.0,88.0,44.0,62.0,2100.0,5.0,-4.3,1026.5,-12.2,0.0,NNE,0.5,Changping,Changping
7154,2013,12,24,1,81.0,83.0,43.0,61.0,2000.0,4.0,-5.1,1026.4,-12.3,0.0,N,0.0,Changping,Changping
7155,2013,12,24,2,84.0,97.0,48.0,68.0,2000.0,4.0,-5.0,1026.6,-12.2,0.0,N,1.4,Changping,Changping
7156,2013,12,24,3,77.0,86.0,39.0,72.0,2000.0,3.0,-6.2,1026.2,-12.3,0.0,NNW,0.0,Changping,Changping
7157,2013,12,24,4,83.0,92.0,38.0,76.0,6900.0,2.0,-6.3,1026.2,-12.4,0.0,N,1.4,Changping,Changping
7158,2013,12,24,5,100.0,115.0,51.0,81.0,5700.0,6.0,-6.2,1026.3,-12.3,0.0,NNW,1.0,Changping,Changping
7159,2013,12,24,6,92.0,127.0,49.0,81.0,4900.0,5.0,-6.2,1026.5,-12.3,0.0,NE,0.4,Changping,Changping
7160,2013,12,24,7,98.0,109.0,46.0,84.0,4200.0,3.0,-6.8,1026.8,-12.3,0.0,N,1.6,Changping,Changping
7161,2013,12,24,8,93.0,116.0,48.0,86.0,3600.0,4.0,-6.0,1027.2,-11.9,0.0,N,1.3,Changping,Changping
7162,2013,12,24,9,101.0,115.0,48.0,87.0,3200.0,4.0,-3.3,1027.1,-11.5,0.0,N,0.6,Changping,Changping
7163,2013,12,24,10,105.0,126.0,54.0,88.0,3000.0,6.0,-0.7,1026.9,-11.2,0.0,SSW,0.9,Changping,Changping
7164,2013,12,24,11,114.0,122.0,65.0,88.0,2900.0,6.0,0.3,1025.7,-11.1,0.0,SW,2.0,Changping,Changping
7165,2013,12,24,12,170.0,175.0,92.0,106.0,2900.0,8.0,0.6,1024.3,-9.2,0.0,SSE,1.5,Changping,Changping
7166,2013,12,24,13,187.0,198.0,104.0,114.0,3200.0,8.0,0.4,1023.3,-8.8,0.0,ESE,1.7,Changping,Changping
7167,2013,12,24,14,192.0,202.0,117.0,112.0,3500.0,9.0,0.1,1022.6,-8.9,0.0,E,0.8,Changping,Changping
7168,2013,12,24,15,222.0,235.0,121.0,120.0,3600.0,8.0,0.0,1022.5,-8.7,0.0,SE,0.8,Changping,Changping
7169,2013,12,24,16,198.0,209.0,121.0,98.0,3800.0,13.0,-0.7,1022.3,-8.4,0.0,N,0.7,Changping,Changping
7170,2013,12,24,17,194.0,217.0,104.0,98.0,2700.0,11.0,-1.6,1022.5,-8.1,0.0,N,0.9,Changping,Changping
7171,2013,12,24,18,197.0,211.0,110.0,104.0,2700.0,8.0,-2.2,1022.5,-8.7,0.0,N,0.0,Changping,Changping
7172,2013,12,24,19,202.0,228.0,112.0,106.0,1900.0,5.0,-3.0,1022.6,-9.3,0.0,NNE,0.0,Changping,Changping
7173,2013,12,24,20,211.0,224.0,114.0,104.0,1400.0,6.0,-3.3,1022.3,-9.8,0.0,NNE,1.4,Changping,Changping
7174,2013,12,24,21,226.0,229.0,106.0,105.0,1200.0,7.0,-3.9,1022.2,-10.3,0.0,NNW,1.4,Changping,Changping
7175,2013,12,24,22,236.0,242.0,103.0,115.0,1100.0,6.0,-4.5,1021.9,-10.5,0.0,NNW,0.9,Changping,Changping
7176,2013,12,24,23,234.0,238.0,103.0,124.0,1100.0,5.0,-4.6,1021.5,-10.4,0.0,NNW,1.2,Changping,Changping
7177,2013,12,25,0,246.0,251.0,109.0,130.0,1100.0,6.0,-4.4,1020.6,-10.6,0.0,NNE,0.8,Changping,Changping
7178,2013,12,25,1,248.0,219.0,100.0,130.0,1200.0,6.0,-4.8,1020.1,-10.8,0.0,NNW,1.0,Changping,Changping
7179,2013,12,25,2,233.0,219.0,87.0,126.0,1200.0,4.0,-5.5,1019.9,-10.9,0.0,N,1.1,Changping,Changping
7180,2013,12,25,3,227.0,222.0,85.0,128.0,1100.0,4.0,-5.2,1019.1,-11.0,0.0,NNW,1.1,Changping,Changping
7181,2013,12,25,4,219.0,222.0,82.0,130.0,1000.0,4.0,-6.0,1018.7,-11.0,0.0,NNW,1.8,Changping,Changping
7182,2013,12,25,5,216.0,213.0,82.0,130.0,1000.0,4.0,-6.3,1018.8,-10.9,0.0,NNW,1.5,Changping,Changping
7183,2013,12,25,6,219.0,216.0,82.0,131.0,900.0,4.0,-6.1,1019.0,-10.7,0.0,NE,1.1,Changping,Changping
7184,2013,12,25,7,219.0,228.0,76.0,131.0,900.0,4.0,-7.2,1019.5,-11.0,0.0,N,0.0,Changping,Changping
7185,2013,12,25,8,220.0,227.0,78.0,132.0,900.0,5.0,-5.4,1019.5,-9.8,0.0,NNW,0.7,Changping,Changping
7186,2013,12,25,9,245.0,270.0,71.0,138.0,1100.0,6.0,-3.3,1019.4,-8.9,0.0,NNE,0.0,Changping,Changping
